Date,Day,Destination_Location,Fastest_Route_Distance,Fastest_Route_Name,Fastest_Route_Time,Holiday,Special_Condition,Starting_Location,Sys_Time,Weather,Data_prediction
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,15:24:05,Sunny,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,15:24:15,Sunny,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,15:24:21,Sunny,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,15:24:28,Sunny,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,15:24:35,Sunny,smooth
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,15:24:41,Sunny,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,15:24:47,Sunny,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,15:24:54,Sunny,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,15:25:01,Sunny,slightly congested
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,360,no,no,roshan_plaza,15:25:08,Sunny,congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,15:25:14,Sunny,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,15:25:19,Sunny,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,15:26:42,Sunny,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,15:26:48,Sunny,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,15:26:56,Sunny,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,15:27:03,Sunny,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,120,no,no,missile_chowk,15:27:09,Sunny,highly congested
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,15:27:16,Sunny,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,15:27:23,Sunny,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,15:27:29,Sunny,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,15:27:35,Sunny,slightly congested
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,360,no,no,roshan_plaza,15:27:41,Sunny,congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,15:27:47,Sunny,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,15:27:53,Sunny,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,15:29:23,Sunny,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,15:29:34,Sunny,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,15:29:41,Sunny,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,15:29:47,Sunny,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,15:29:54,Sunny,smooth
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,15:30:01,Sunny,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,15:30:08,Sunny,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,15:30:15,Sunny,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,15:30:21,Sunny,smooth
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,360,no,no,roshan_plaza,15:30:27,Sunny,congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,15:30:32,Sunny,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,15:30:37,Sunny,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,15:31:57,Sunny,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,15:32:06,Sunny,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,15:32:13,Sunny,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,15:32:19,Sunny,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,15:32:26,Sunny,smooth
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,15:32:32,Sunny,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,15:32:39,Sunny,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,15:32:45,Sunny,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,15:32:52,Sunny,smooth
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,360,no,no,roshan_plaza,15:32:59,Sunny,congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,15:33:05,Sunny,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,15:33:10,Sunny,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,15:34:28,Sunny,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,15:34:36,Sunny,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,15:34:43,Sunny,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,15:34:49,Sunny,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,120,no,no,missile_chowk,15:34:56,Sunny,highly congested
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,15:35:03,Sunny,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,15:35:10,Sunny,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,15:35:16,Sunny,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,15:35:23,Sunny,slightly congested
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,360,no,no,roshan_plaza,15:35:29,Sunny,congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,15:35:34,Sunny,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,15:35:39,Sunny,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,15:37:01,Sunny,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,15:37:08,Sunny,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,15:37:15,Sunny,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,15:37:22,Sunny,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,15:37:29,Sunny,smooth
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,15:37:36,Sunny,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,15:37:42,Sunny,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,15:37:48,Sunny,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,15:37:57,Sunny,smooth
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,360,no,no,roshan_plaza,15:38:05,Sunny,congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,15:38:11,Sunny,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,15:38:17,Sunny,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,15:39:42,Sunny,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,15:39:50,Sunny,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,15:39:57,Sunny,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,15:40:03,Sunny,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,120,no,no,missile_chowk,15:40:11,Sunny,highly congested
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,15:40:17,Sunny,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,15:40:25,Sunny,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,15:40:32,Sunny,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,15:40:40,Sunny,smooth
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,360,no,no,roshan_plaza,15:40:45,Sunny,congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,15:40:51,Sunny,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,15:40:56,Sunny,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,15:42:14,Sunny,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,15:42:24,Sunny,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,15:42:31,Sunny,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,15:42:38,Sunny,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,15:42:45,Sunny,smooth
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,15:42:52,Sunny,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,15:42:58,Sunny,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,15:43:05,Sunny,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,15:43:11,Sunny,smooth
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,360,no,no,roshan_plaza,15:43:17,Sunny,congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,15:43:23,Sunny,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,15:43:29,Sunny,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,20:57:55,Partly Cloudy,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,20:58:03,Partly Cloudy,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,20:58:11,Partly Cloudy,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,20:58:18,Partly Cloudy,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,20:58:25,Partly Cloudy,smooth
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,20:58:35,Partly Cloudy,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,20:58:44,Partly Cloudy,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,20:58:52,Partly Cloudy,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,20:58:58,Partly Cloudy,slightly congested
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,20:59:05,Partly Cloudy,slightly congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,20:59:11,Partly Cloudy,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,20:59:18,Partly Cloudy,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,21:00:37,Partly Cloudy,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,21:00:46,Partly Cloudy,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,21:00:54,Partly Cloudy,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,21:01:02,Partly Cloudy,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,21:01:09,Partly Cloudy,smooth
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,21:01:16,Partly Cloudy,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,21:01:23,Partly Cloudy,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,21:01:30,Partly Cloudy,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,240,no,no,crown_plaza,21:01:37,Partly Cloudy,slightly congested
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,300,no,no,roshan_plaza,21:01:43,Partly Cloudy,slightly congested
15/02/2020,Saturday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,21:01:50,Partly Cloudy,smooth
15/02/2020,Saturday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,300,no,no,bar_bq_tonight,21:01:56,Partly Cloudy,slightly congested
15/02/2020,Saturday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,21:03:07,Partly Cloudy,highly congested
15/02/2020,Saturday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,21:03:14,Partly Cloudy,highly congested
15/02/2020,Saturday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,21:03:22,Partly Cloudy,smooth
15/02/2020,Saturday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,21:03:28,Partly Cloudy,smooth
15/02/2020,Saturday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,21:03:35,Partly Cloudy,smooth
15/02/2020,Saturday,9th_avenue,1000,Jinnah Avenue,120,no,no,capital_gymkhana,21:03:42,Partly Cloudy,highly congested
15/02/2020,Saturday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,21:03:48,Partly Cloudy,highly congested
15/02/2020,Saturday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,21:03:55,Partly Cloudy,smooth
15/02/2020,Saturday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,21:04:01,Partly Cloudy,smooth
15/02/2020,Saturday,salt_and_pepper,3900,Jinnah Ave,360,no,no,roshan_plaza,21:04:08,Partly Cloudy,congested
16/02/2020,Sunday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,01:53:23,Cloudy,highly congested
16/02/2020,Sunday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,01:53:31,Cloudy,highly congested
16/02/2020,Sunday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,01:53:38,Cloudy,smooth
16/02/2020,Sunday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,01:53:44,Cloudy,smooth
16/02/2020,Sunday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,01:53:51,Cloudy,smooth
16/02/2020,Sunday,9th_avenue,1000,Jinnah Avenue,60,no,no,capital_gymkhana,01:53:57,Cloudy,smooth
16/02/2020,Sunday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,01:54:04,Cloudy,highly congested
16/02/2020,Sunday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,01:54:10,Cloudy,smooth
16/02/2020,Sunday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,01:54:17,Cloudy,smooth
16/02/2020,Sunday,salt_and_pepper,3900,Jinnah Ave,240,no,no,roshan_plaza,01:54:25,Cloudy,smooth
16/02/2020,Sunday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,01:54:31,Cloudy,smooth
16/02/2020,Sunday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,240,no,no,bar_bq_tonight,01:54:37,Cloudy,smooth
16/02/2020,Sunday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,01:55:52,Cloudy,highly congested
16/02/2020,Sunday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,01:55:59,Cloudy,highly congested
16/02/2020,Sunday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,01:56:06,Cloudy,smooth
16/02/2020,Sunday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,01:56:13,Cloudy,smooth
16/02/2020,Sunday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,01:56:20,Cloudy,smooth
16/02/2020,Sunday,9th_avenue,1000,Jinnah Avenue,60,no,no,capital_gymkhana,01:56:27,Cloudy,smooth
16/02/2020,Sunday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,01:56:33,Cloudy,highly congested
16/02/2020,Sunday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,01:56:42,Cloudy,smooth
16/02/2020,Sunday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,01:56:48,Cloudy,smooth
16/02/2020,Sunday,salt_and_pepper,3900,Jinnah Ave,240,no,no,roshan_plaza,01:56:57,Cloudy,smooth
16/02/2020,Sunday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,01:57:06,Cloudy,smooth
16/02/2020,Sunday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,240,no,no,bar_bq_tonight,01:57:14,Cloudy,smooth
16/02/2020,Sunday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,01:58:38,Cloudy,highly congested
16/02/2020,Sunday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,01:58:45,Cloudy,highly congested
16/02/2020,Sunday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,01:58:53,Cloudy,smooth
16/02/2020,Sunday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,01:58:59,Cloudy,smooth
16/02/2020,Sunday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,01:59:07,Cloudy,smooth
16/02/2020,Sunday,9th_avenue,1000,Jinnah Avenue,60,no,no,capital_gymkhana,01:59:14,Cloudy,smooth
16/02/2020,Sunday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,01:59:21,Cloudy,highly congested
16/02/2020,Sunday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,01:59:28,Cloudy,smooth
16/02/2020,Sunday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,01:59:34,Cloudy,smooth
16/02/2020,Sunday,salt_and_pepper,3900,Jinnah Ave,240,no,no,roshan_plaza,01:59:41,Cloudy,smooth
16/02/2020,Sunday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,01:59:46,Cloudy,smooth
16/02/2020,Sunday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,240,no,no,bar_bq_tonight,01:59:51,Cloudy,smooth
16/02/2020,Sunday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,02:01:07,Cloudy,highly congested
16/02/2020,Sunday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,02:01:15,Cloudy,highly congested
16/02/2020,Sunday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,02:01:22,Cloudy,smooth
16/02/2020,Sunday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,02:01:29,Cloudy,smooth
16/02/2020,Sunday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,02:01:36,Cloudy,smooth
16/02/2020,Sunday,9th_avenue,1000,Jinnah Avenue,60,no,no,capital_gymkhana,02:01:43,Cloudy,smooth
16/02/2020,Sunday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,02:01:51,Cloudy,highly congested
16/02/2020,Sunday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,02:01:57,Cloudy,smooth
16/02/2020,Sunday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,02:02:04,Cloudy,smooth
16/02/2020,Sunday,salt_and_pepper,3900,Jinnah Ave,240,no,no,roshan_plaza,02:02:12,Cloudy,smooth
16/02/2020,Sunday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,02:02:17,Cloudy,smooth
16/02/2020,Sunday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,240,no,no,bar_bq_tonight,02:02:23,Cloudy,smooth
16/02/2020,Sunday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,02:03:39,Cloudy,highly congested
16/02/2020,Sunday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,02:03:49,Cloudy,highly congested
16/02/2020,Sunday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,02:03:57,Cloudy,smooth
16/02/2020,Sunday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,02:04:06,Cloudy,smooth
16/02/2020,Sunday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,02:04:14,Cloudy,smooth
16/02/2020,Sunday,9th_avenue,1000,Jinnah Avenue,60,no,no,capital_gymkhana,02:04:21,Cloudy,smooth
16/02/2020,Sunday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,02:04:27,Cloudy,highly congested
16/02/2020,Sunday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,02:04:34,Cloudy,smooth
16/02/2020,Sunday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,02:04:42,Cloudy,smooth
16/02/2020,Sunday,salt_and_pepper,3900,Jinnah Ave,240,no,no,roshan_plaza,02:04:48,Cloudy,smooth
16/02/2020,Sunday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,02:04:53,Cloudy,smooth
16/02/2020,Sunday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,240,no,no,bar_bq_tonight,02:04:59,Cloudy,smooth
16/02/2020,Sunday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,02:06:20,Cloudy,highly congested
16/02/2020,Sunday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,02:06:30,Cloudy,highly congested
16/02/2020,Sunday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,02:06:36,Cloudy,smooth
16/02/2020,Sunday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,02:06:42,Cloudy,smooth
16/02/2020,Sunday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,02:06:49,Cloudy,smooth
16/02/2020,Sunday,9th_avenue,1000,Jinnah Avenue,60,no,no,capital_gymkhana,02:07:03,Cloudy,smooth
16/02/2020,Sunday,centaurus,1300,Jinnah Avenue,120,no,no,9th_avenue,02:07:12,Cloudy,highly congested
16/02/2020,Sunday,crown_plaza,1000,Jinnah Avenue and Faisal Avenue Flyover,60,no,no,centaurus,02:07:19,Cloudy,smooth
16/02/2020,Sunday,roshan_plaza,2700,Jinnah Ave,180,no,no,crown_plaza,02:07:27,Cloudy,smooth
16/02/2020,Sunday,salt_and_pepper,3900,Jinnah Ave,240,no,no,roshan_plaza,02:07:34,Cloudy,smooth
16/02/2020,Sunday,bar_bq_tonight,1600,Jinnah Ave,120,no,no,salt_and_pepper,02:07:40,Cloudy,smooth
16/02/2020,Sunday,D_chowk,2100,A.K. Fazl-ul-Haq Rd and Jinnah Ave,240,no,no,bar_bq_tonight,02:07:46,Cloudy,smooth
16/02/2020,Sunday,childrens_park,1000,Nazim-ud-din Rd,120,no,no,bahria_foundation_school,02:09:04,Cloudy,highly congested
16/02/2020,Sunday,pak_turk_maarif_international_school,1000,Nazim-ud-din Rd,120,no,no,childrens_park,02:09:14,Cloudy,highly congested
16/02/2020,Sunday,jamia_masjid,1400,Nazim-ud-din Rd,120,no,no,pak_turk_maarif_international_school,02:09:20,Cloudy,smooth
16/02/2020,Sunday,missile_chowk,1200,Nazim-ud-din Rd,120,no,no,jamia_masjid,02:09:26,Cloudy,smooth
16/02/2020,Sunday,capital_gymkhana,1100,Jinnah Avenue,60,no,no,missile_chowk,02:09:33,Cloudy,smooth
